work_order_number,dwr_name,technician,tech_subsidiary,job_stop_date,milestone,dummy_unit,on_site_hours,scope_of_work_performed
WO-35000051,DWR-11000763,PSG Technician 01,Pearce Services Global,2026-06-07,Permitting,Unscaled Permit,1.43,Synthetic permit preparation or submission activity.
WO-35000051,DWR-11000764,PSG Technician 29,Pearce Services Global,2026-06-10,Final Delivery,Final Delivery,0.93,Synthetic final package review and delivery.
WO-35000051,DWR-11000765,PSG Technician 16,Pearce Services Global,2026-06-10,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000051,DWR-11000766,PSG Technician 02,Pearce Services Global,2026-06-10,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000051,DWR-11000767,PSG Technician 01,Pearce Services Global,2026-06-10,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000052,DWR-11000768,PSG Technician 38,Pearce Services Global,2025-12-23,Intake,Intake,0.6,Synthetic WO and project folder created.
WO-35000052,DWR-11000769,PSG Technician 33,Pearce Services Global,2025-12-24,Pre-field,Pre-field,2.86,Synthetic scoping and site-map preparation completed.
WO-35000052,DWR-11000770,US Field Technician 18,Pearce Services,2025-12-26,Fielding,Field Travel,0.3,Synthetic travel to and from the work site.
WO-35000052,DWR-11000771,US Field Technician 18,Pearce Services,2025-12-26,Fielding,Site Visit,2.11,Synthetic site visit and local-contact coordination.
WO-35000052,DWR-11000772,US Field Technician 18,Pearce Services,2025-12-26,Fielding,Fielding,1.46,Synthetic aerial/buried field measurements captured.
WO-35000052,DWR-11000773,PSG Technician 12,Pearce Services Global,2025-12-30,Fielding,Field QC,0.34,Synthetic field package reviewed.
WO-35000052,DWR-11000774,PSG Technician 26,Pearce Services Global,2026-01-03,Design,Design,2.06,Synthetic design production and record correction.
WO-35000052,DWR-11000775,PSG Technician 31,Pearce Services Global,2026-01-03,Design,Design QC,2.54,Synthetic design quality-control review completed.
WO-35000052,DWR-11000776,PSG Technician 07,Pearce Services Global,2026-01-03,Design,Rework - Design,0.59,Synthetic customer or QC corrections implemented.
WO-35000052,DWR-11000777,PSG Technician 06,Pearce Services Global,2026-01-05,Permitting,Unscaled Permit,3.35,Synthetic permit preparation or submission activity.
WO-35000052,DWR-11000778,PSG Technician 24,Pearce Services Global,2026-01-05,Permitting,Quality Control - Permit,1.52,Synthetic permit preparation or submission activity.
WO-35000052,DWR-11000779,PSG Technician 18,Pearce Services Global,2026-01-09,Final Delivery,Final Delivery,1.0,Synthetic final package review and delivery.
WO-35000052,DWR-11000780,PSG Technician 19,Pearce Services Global,2026-01-09,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000052,DWR-11000781,PSG Technician 19,Pearce Services Global,2026-01-09,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000053,DWR-11000782,PSG Technician 26,Pearce Services Global,2026-03-27,Intake,Intake,0.65,Synthetic WO and project folder created.
WO-35000053,DWR-11000783,PSG Technician 29,Pearce Services Global,2026-03-27,Pre-field,Pre-field,1.46,Synthetic scoping and site-map preparation completed.
WO-35000053,DWR-11000784,US Field Technician 06,Pearce Services,2026-04-01,Fielding,Field Travel,0.25,Synthetic travel to and from the work site.
WO-35000053,DWR-11000785,US Field Technician 06,Pearce Services,2026-04-01,Fielding,Site Visit,1.1,Synthetic site visit and local-contact coordination.
WO-35000053,DWR-11000786,US Field Technician 06,Pearce Services,2026-04-01,Fielding,Fielding,1.43,Synthetic aerial/buried field measurements captured.
WO-35000053,DWR-11000787,PSG Technician 24,Pearce Services Global,2026-04-05,Fielding,Field QC,0.55,Synthetic field package reviewed.
WO-35000053,DWR-11000788,PSG Technician 36,Pearce Services Global,2026-04-05,OCALC,Pole loading,1.89,Synthetic pole-loading extraction and submission.
WO-35000053,DWR-11000789,PSG Technician 33,Pearce Services Global,2026-04-08,Design,Design,4.53,Synthetic design production and record correction.
WO-35000053,DWR-11000790,PSG Technician 30,Pearce Services Global,2026-04-10,Design,Design QC,1.05,Synthetic design quality-control review completed.
WO-35000053,DWR-11000791,PSG Technician 15,Pearce Services Global,2026-04-10,Permitting,Permit Admin,1.01,Synthetic permit preparation or submission activity.
WO-35000053,DWR-11000792,PSG Technician 11,Pearce Services Global,2026-04-10,Permitting,Unscaled Permit,1.84,Synthetic permit preparation or submission activity.
WO-35000053,DWR-11000793,PSG Technician 27,Pearce Services Global,2026-04-10,Permitting,Quality Control - Permit,1.03,Synthetic permit preparation or submission activity.
WO-35000053,DWR-11000794,PSG Technician 23,Pearce Services Global,2026-04-11,Final Delivery,Final Delivery,1.0,Synthetic final package review and delivery.
WO-35000053,DWR-11000795,PSG Technician 09,Pearce Services Global,2026-04-11,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000053,DWR-11000796,PSG Technician 33,Pearce Services Global,2026-04-11,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000053,DWR-11000797,PSG Technician 13,Pearce Services Global,2026-04-11,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000054,DWR-11000798,PSG Technician 20,Pearce Services Global,2025-11-28,Intake,Intake,0.3,Synthetic WO and project folder created.
WO-35000054,DWR-11000799,PSG Technician 21,Pearce Services Global,2025-11-30,Pre-field,Pre-field,1.77,Synthetic scoping and site-map preparation completed.
WO-35000054,DWR-11000800,US Field Technician 15,Pearce Services,2025-12-02,Fielding,Field Travel,1.59,Synthetic travel to and from the work site.
WO-35000054,DWR-11000801,US Field Technician 15,Pearce Services,2025-12-02,Fielding,Site Visit,0.93,Synthetic site visit and local-contact coordination.
WO-35000054,DWR-11000802,US Field Technician 15,Pearce Services,2025-12-02,Fielding,Fielding,1.29,Synthetic aerial/buried field measurements captured.
WO-35000054,DWR-11000803,PSG Technician 16,Pearce Services Global,2025-12-06,Fielding,Field QC,0.48,Synthetic field package reviewed.
WO-35000054,DWR-11000804,PSG Technician 09,Pearce Services Global,2025-12-06,OCALC,Pole loading,2.43,Synthetic pole-loading extraction and submission.
WO-35000054,DWR-11000805,PSG Technician 26,Pearce Services Global,2025-12-09,Design,Design,2.78,Synthetic design production and record correction.
WO-35000054,DWR-11000806,PSG Technician 04,Pearce Services Global,2025-12-09,Design,Design,3.39,Synthetic design production and record correction.
WO-35000054,DWR-11000807,PSG Technician 24,Pearce Services Global,2025-12-10,Design,Design,3.69,Synthetic design production and record correction.
WO-35000054,DWR-11000808,PSG Technician 40,Pearce Services Global,2025-12-12,Design,Design QC,3.19,Synthetic design quality-control review completed.
WO-35000054,DWR-11000809,PSG Technician 32,Pearce Services Global,2025-12-13,Final Delivery,Final Delivery,0.66,Synthetic final package review and delivery.
WO-35000054,DWR-11000810,PSG Technician 15,Pearce Services Global,2025-12-13,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000054,DWR-11000811,PSG Technician 09,Pearce Services Global,2025-12-13,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000054,DWR-11000812,PSG Technician 34,Pearce Services Global,2025-12-13,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000055,DWR-11000813,PSG Technician 05,Pearce Services Global,2025-10-02,Intake,Intake,0.51,Synthetic WO and project folder created.
WO-35000055,DWR-11000814,PSG Technician 14,Pearce Services Global,2025-10-04,Pre-field,Pre-field,1.69,Synthetic scoping and site-map preparation completed.
WO-35000055,DWR-11000815,US Field Technician 17,Pearce Services,2025-10-09,Fielding,Field Travel,3.22,Synthetic travel to and from the work site.
WO-35000055,DWR-11000816,US Field Technician 17,Pearce Services,2025-10-09,Fielding,Site Visit,2.05,Synthetic site visit and local-contact coordination.
WO-35000055,DWR-11000817,US Field Technician 17,Pearce Services,2025-10-09,Fielding,Fielding,2.73,Synthetic aerial/buried field measurements captured.
WO-35000055,DWR-11000818,PSG Technician 22,Pearce Services Global,2025-10-12,Fielding,Field QC,0.62,Synthetic field package reviewed.
WO-35000055,DWR-11000819,PSG Technician 17,Pearce Services Global,2025-10-14,Design,Design,7.98,Synthetic design production and record correction.
WO-35000055,DWR-11000820,PSG Technician 21,Pearce Services Global,2025-10-15,Design,Design,7.02,Synthetic design production and record correction.
WO-35000055,DWR-11000821,PSG Technician 03,Pearce Services Global,2025-10-17,Design,Design,5.99,Synthetic design production and record correction.
WO-35000055,DWR-11000822,PSG Technician 18,Pearce Services Global,2025-10-17,Design,Design QC,1.61,Synthetic design quality-control review completed.
WO-35000055,DWR-11000823,PSG Technician 17,Pearce Services Global,2025-10-18,Permitting,Unscaled Permit,0.99,Synthetic permit preparation or submission activity.
WO-35000055,DWR-11000824,PSG Technician 16,Pearce Services Global,2025-10-18,Permitting,Quality Control - Permit,1.18,Synthetic permit preparation or submission activity.
WO-35000055,DWR-11000825,PSG Technician 13,Pearce Services Global,2025-10-21,Final Delivery,Final Delivery,0.93,Synthetic final package review and delivery.
WO-35000055,DWR-11000826,PSG Technician 18,Pearce Services Global,2025-10-21,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000056,DWR-11000827,PSG Technician 21,Pearce Services Global,2025-04-21,Intake,Intake,0.46,Synthetic WO and project folder created.
WO-35000056,DWR-11000828,PSG Technician 20,Pearce Services Global,2025-04-23,Pre-field,Pre-field,1.94,Synthetic scoping and site-map preparation completed.
WO-35000056,DWR-11000829,US Field Technician 19,Pearce Services,2025-04-30,Fielding,Field Travel,1.34,Synthetic travel to and from the work site.
WO-35000056,DWR-11000830,US Field Technician 19,Pearce Services,2025-04-30,Fielding,Site Visit,1.57,Synthetic site visit and local-contact coordination.
WO-35000056,DWR-11000831,US Field Technician 19,Pearce Services,2025-04-30,Fielding,Fielding,1.42,Synthetic aerial/buried field measurements captured.
WO-35000056,DWR-11000832,PSG Technician 04,Pearce Services Global,2025-05-04,Fielding,Field QC,0.68,Synthetic field package reviewed.
WO-35000056,DWR-11000833,PSG Technician 34,Pearce Services Global,2025-05-04,OCALC,Pole loading,1.48,Synthetic pole-loading extraction and submission.
WO-35000056,DWR-11000834,PSG Technician 30,Pearce Services Global,2025-05-07,Design,Design,7.61,Synthetic design production and record correction.
WO-35000056,DWR-11000835,PSG Technician 07,Pearce Services Global,2025-05-09,Design,Design,5.86,Synthetic design production and record correction.
WO-35000056,DWR-11000836,PSG Technician 02,Pearce Services Global,2025-05-10,Design,Design QC,1.09,Synthetic design quality-control review completed.
WO-35000056,DWR-11000837,PSG Technician 11,Pearce Services Global,2025-05-13,Final Delivery,Final Delivery,1.06,Synthetic final package review and delivery.
WO-35000056,DWR-11000838,PSG Technician 24,Pearce Services Global,2025-05-13,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000056,DWR-11000839,PSG Technician 35,Pearce Services Global,2025-05-13,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000056,DWR-11000840,PSG Technician 19,Pearce Services Global,2025-05-13,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000057,DWR-11000841,PSG Technician 30,Pearce Services Global,2026-02-04,Intake,Intake,0.63,Synthetic WO and project folder created.
WO-35000057,DWR-11000842,PSG Technician 35,Pearce Services Global,2026-02-04,Pre-field,Pre-field,2.28,Synthetic scoping and site-map preparation completed.
WO-35000057,DWR-11000843,US Field Technician 05,Pearce Services,2026-02-05,Fielding,Field Travel,0.49,Synthetic travel to and from the work site.
WO-35000057,DWR-11000844,US Field Technician 05,Pearce Services,2026-02-05,Fielding,Site Visit,1.43,Synthetic site visit and local-contact coordination.
WO-35000057,DWR-11000845,US Field Technician 05,Pearce Services,2026-02-05,Fielding,Fielding,2.02,Synthetic aerial/buried field measurements captured.
WO-35000057,DWR-11000846,PSG Technician 29,Pearce Services Global,2026-02-07,Fielding,Field QC,0.33,Synthetic field package reviewed.
WO-35000057,DWR-11000847,PSG Technician 23,Pearce Services Global,2026-02-07,OCALC,Pole loading,1.94,Synthetic pole-loading extraction and submission.
WO-35000057,DWR-11000848,PSG Technician 37,Pearce Services Global,2026-02-08,Design,Design,7.17,Synthetic design production and record correction.
WO-35000057,DWR-11000849,PSG Technician 16,Pearce Services Global,2026-02-08,Design,Design,8.22,Synthetic design production and record correction.
WO-35000057,DWR-11000850,PSG Technician 19,Pearce Services Global,2026-02-08,Design,Design QC,3.42,Synthetic design quality-control review completed.
WO-35000057,DWR-11000851,PSG Technician 38,Pearce Services Global,2026-02-10,Permitting,Permit Admin,2.38,Synthetic permit preparation or submission activity.
WO-35000057,DWR-11000852,PSG Technician 07,Pearce Services Global,2026-02-10,Permitting,Unscaled Permit,2.55,Synthetic permit preparation or submission activity.
WO-35000057,DWR-11000853,PSG Technician 33,Pearce Services Global,2026-02-10,Permitting,Quality Control - Permit,1.48,Synthetic permit preparation or submission activity.
WO-35000057,DWR-11000854,PSG Technician 29,Pearce Services Global,2026-02-13,Final Delivery,Final Delivery,0.62,Synthetic final package review and delivery.
WO-35000057,DWR-11000855,PSG Technician 03,Pearce Services Global,2026-02-13,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000057,DWR-11000856,PSG Technician 10,Pearce Services Global,2026-02-13,Billing,Revenue true-up,0.0,Synthetic units submitted for revenue true-up.
WO-35000058,DWR-11000857,PSG Technician 38,Pearce Services Global,2026-02-25,Intake,Intake,0.46,Synthetic WO and project folder created.
WO-35000058,DWR-11000858,PSG Technician 06,Pearce Services Global,2026-02-25,Pre-field,Pre-field,1.62,Synthetic scoping and site-map preparation completed.
WO-35000058,DWR-11000859,US Field Technician 14,Pearce Services,2026-02-28,Fielding,Field Travel,2.97,Synthetic travel to and from the work site.
WO-35000058,DWR-11000860,US Field Technician 14,Pearce Services,2026-02-28,Fielding,Site Visit,1.32,Synthetic site visit and local-contact coordination.
WO-35000058,DWR-11000861,US Field Technician 14,Pearce Services,2026-02-28,Fielding,Fielding,5.0,Synthetic aerial/buried field measurements captured.
WO-35000058,DWR-11000862,PSG Technician 34,Pearce Services Global,2026-03-01,Fielding,Field QC,0.46,Synthetic field package reviewed.
WO-35000058,DWR-11000863,PSG Technician 16,Pearce Services Global,2026-03-05,Design,Design,8.41,Synthetic design production and record correction.
